,,,,
Brooklyn,Female,Hispanic,25-29 yr,"22,042"
Brooklyn,Female,Hispanic,30-34 yr,"20,399"
Brooklyn,Female,Hispanic,35-39 yr,"18,335"
Brooklyn,Female,Hispanic,40-44 yr,"17,479"
Brooklyn,Female,Hispanic,45-49 yr,"16,588"
Brooklyn,Female,Hispanic,50-54 yr,"14,908"
Brooklyn,Female,Hispanic,55-59 yr,"12,799"
Brooklyn,Female,Hispanic,60-64 yr,"11,120"
Brooklyn,Female,Hispanic,65-69 yr,"8,050"
Brooklyn,Female,Hispanic,70-74 yr,"6,229"
Brooklyn,Female,Hispanic,75-79 yr,"4,563"
Brooklyn,Female,Hispanic,80-84 yr,"3,037"
Brooklyn,Female,Hispanic,85+ yr,"2,581"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",Less than 1,"1,537"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",1-4 yr,"6,088"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",5-9 yr,"7,632"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",10-11 yr,"2,955"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",12-14 yr,"4,717"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",15-17 yr,"4,913"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",18-19 yr,"3,400"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",20-24 yr,"10,383"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",25-29 yr,"12,745"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",30-34 yr,"12,034"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",35-39 yr,"11,276"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",40-44 yr,"9,861"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",45-49 yr,"10,437"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",50-54 yr,"9,447"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",55-59 yr,"7,844"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",60-64 yr,"5,940"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",65-69 yr,"3,556"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",70-74 yr,"3,014"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",75-79 yr,"2,347"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",80-84 yr,"1,499"
Brooklyn,Female,"Asian/Pacific Islander, non-Hispanic",85+ yr,"1,207"
Brooklyn,Female,"Other races, non-Hispanic",Less than 1,665
Brooklyn,Female,"Other races, non-Hispanic",1-4 yr,"2,193"
Brooklyn,Female,"Other races, non-Hispanic",5-9 yr,"2,222"
Brooklyn,Female,"Other races, non-Hispanic",10-11 yr,782
Brooklyn,Female,"Other races, non-Hispanic",12-14 yr,"1,143"
Brooklyn,Female,"Other races, non-Hispanic",15-17 yr,"1,168"
Brooklyn,Female,"Other races, non-Hispanic",18-19 yr,764
Brooklyn,Female,"Other races, non-Hispanic",20-24 yr,"2,555"
Brooklyn,Female,"Other races, non-Hispanic",25-29 yr,"2,991"
Brooklyn,Female,"Other races, non-Hispanic",30-34 yr,"2,617"
Brooklyn,Female,"Other races, non-Hispanic",35-39 yr,"2,137"
Brooklyn,Female,"Other races, non-Hispanic",40-44 yr,"1,999"
Brooklyn,Female,"Other races, non-Hispanic",45-49 yr,"1,851"
Brooklyn,Female,"Other races, non-Hispanic",50-54 yr,"1,706"
Brooklyn,Female,"Other races, non-Hispanic",55-59 yr,"1,437"
Brooklyn,Female,"Other races, non-Hispanic",60-64 yr,"1,158"
Brooklyn,Female,"Other races, non-Hispanic",65-69 yr,738
Brooklyn,Female,"Other races, non-Hispanic",70-74 yr,528
Brooklyn,Female,"Other races, non-Hispanic",75-79 yr,389
Brooklyn,Female,"Other races, non-Hispanic",80-84 yr,297
Brooklyn,Female,"Other races, non-Hispanic",85+ yr,289
Manhattan,Male,"White, non-Hispanic",Less than 1,"3,943"
Manhattan,Male,"White, non-Hispanic",1-4 yr,"12,131"
Manhattan,Male,"White, non-Hispanic",5-9 yr,"10,600"
Manhattan,Male,"White, non-Hispanic",10-11 yr,"3,550"
Manhattan,Male,"White, non-Hispanic",12-14 yr,"4,827"
Manhattan,Male,"White, non-Hispanic",15-17 yr,"4,624"
Manhattan,Male,"White, non-Hispanic",18-19 yr,"5,078"
Manhattan,Male,"White, non-Hispanic",20-24 yr,"27,158"
Manhattan,Male,"White, non-Hispanic",25-29 yr,"47,386"
Manhattan,Male,"White, non-Hispanic",30-34 yr,"41,248"
Manhattan,Male,"White, non-Hispanic",35-39 yr,"32,729"
Manhattan,Male,"White, non-Hispanic",40-44 yr,"29,242"
Manhattan,Male,"White, non-Hispanic",45-49 yr,"26,244"
Manhattan,Male,"White, non-Hispanic",50-54 yr,"24,064"
Manhattan,Male,"White, non-Hispanic",55-59 yr,"22,653"
Manhattan,Male,"White, non-Hispanic",60-64 yr,"20,865"
Manhattan,Male,"White, non-Hispanic",65-69 yr,"15,897"
Manhattan,Male,"White, non-Hispanic",70-74 yr,"11,340"
Manhattan,Male,"White, non-Hispanic",75-79 yr,"8,945"
Manhattan,Male,"White, non-Hispanic",80-84 yr,"6,686"
Manhattan,Male,"White, non-Hispanic",85+ yr,"5,443"
Manhattan,Male,"Black, non-Hispanic",Less than 1,"1,028"
Manhattan,Male,"Black, non-Hispanic",1-4 yr,"3,884"
Manhattan,Male,"Black, non-Hispanic",5-9 yr,"5,072"
Manhattan,Male,"Black, non-Hispanic",10-11 yr,"2,059"
Manhattan,Male,"Black, non-Hispanic",12-14 yr,"3,265"
Manhattan,Male,"Black, non-Hispanic",15-17 yr,"3,995"
Manhattan,Male,"Black, non-Hispanic",18-19 yr,"2,888"
Manhattan,Male,"Black, non-Hispanic",20-24 yr,"7,618"
Manhattan,Male,"Black, non-Hispanic",25-29 yr,"7,392"
Manhattan,Male,"Black, non-Hispanic",30-34 yr,"6,673"
Manhattan,Male,"Black, non-Hispanic",35-39 yr,"6,137"
Manhattan,Male,"Black, non-Hispanic",40-44 yr,"7,354"
Manhattan,Male,"Black, non-Hispanic",45-49 yr,"8,013"
Manhattan,Male,"Black, non-Hispanic",50-54 yr,"7,465"
Manhattan,Male,"Black, non-Hispanic",55-59 yr,"5,956"
Manhattan,Male,"Black, non-Hispanic",60-64 yr,"4,735"
Manhattan,Male,"Black, non-Hispanic",65-69 yr,"3,576"
Manhattan,Male,"Black, non-Hispanic",70-74 yr,"2,792"
Manhattan,Male,"Black, non-Hispanic",75-79 yr,"1,849"
Manhattan,Male,"Black, non-Hispanic",80-84 yr,"1,331"
Manhattan,Male,"Black, non-Hispanic",85+ yr,"1,134"
Manhattan,Male,Hispanic,Less than 1,"2,629"
Manhattan,Male,Hispanic,1-4 yr,"9,674"
Manhattan,Male,Hispanic,5-9 yr,"11,381"
Manhattan,Male,Hispanic,10-11 yr,"4,858"
Manhattan,Male,Hispanic,12-14 yr,"7,566"
Manhattan,Male,Hispanic,15-17 yr,"8,785"
Manhattan,Male,Hispanic,18-19 yr,"6,989"
Manhattan,Male,Hispanic,20-24 yr,"17,845"
Manhattan,Male,Hispanic,25-29 yr,"17,519"
Manhattan,Male,Hispanic,30-34 yr,"15,555"
Manhattan,Male,Hispanic,35-39 yr,"13,650"
Manhattan,Male,Hispanic,40-44 yr,"13,327"
Manhattan,Male,Hispanic,45-49 yr,"12,824"
Manhattan,Male,Hispanic,50-54 yr,"11,399"
Manhattan,Male,Hispanic,55-59 yr,"9,877"
Manhattan,Male,Hispanic,60-64 yr,"8,147"
Manhattan,Male,Hispanic,65-69 yr,"6,065"
Manhattan,Male,Hispanic,70-74 yr,"4,843"
Manhattan,Male,Hispanic,75-79 yr,"3,403"
Manhattan,Male,Hispanic,80-84 yr,"2,255"
Manhattan,Male,Hispanic,85+ yr,"1,581"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",Less than 1,795
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",1-4 yr,"2,586"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",5-9 yr,"2,614"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",10-11 yr,955
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",12-14 yr,"1,394"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",15-17 yr,"1,406"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",18-19 yr,"2,070"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",20-24 yr,"7,567"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",25-29 yr,"10,883"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",30-34 yr,"10,396"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",35-39 yr,"7,685"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",40-44 yr,"5,467"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",45-49 yr,"4,780"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",50-54 yr,"4,213"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",55-59 yr,"3,917"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",60-64 yr,"3,341"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",65-69 yr,"2,227"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",70-74 yr,"2,169"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",75-79 yr,"1,828"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",80-84 yr,"1,211"
Manhattan,Male,"Asian/Pacific Islander, non-Hispanic",85+ yr,990
Manhattan,Male,"Other races, non-Hispanic",Less than 1,657
Manhattan,Male,"Other races, non-Hispanic",1-4 yr,"1,738"
Manhattan,Male,"Other races, non-Hispanic",5-9 yr,"1,391"
Manhattan,Male,"Other races, non-Hispanic",10-11 yr,419
Manhattan,Male,"Other races, non-Hispanic",12-14 yr,581
Manhattan,Male,"Other races, non-Hispanic",15-17 yr,528
Manhattan,Male,"Other races, non-Hispanic",18-19 yr,554
Manhattan,Male,"Other races, non-Hispanic",20-24 yr,"1,550"
Manhattan,Male,"Other races, non-Hispanic",25-29 yr,"2,030"
Manhattan,Male,"Other races, non-Hispanic",30-34 yr,"1,790"
Manhattan,Male,"Other races, non-Hispanic",35-39 yr,"1,216"
Manhattan,Male,"Other races, non-Hispanic",40-44 yr,"1,028"
Manhattan,Male,"Other races, non-Hispanic",45-49 yr,841
Manhattan,Male,"Other races, non-Hispanic",50-54 yr,698
Manhattan,Male,"Other races, non-Hispanic",55-59 yr,577
Manhattan,Male,"Other races, non-Hispanic",60-64 yr,470
Manhattan,Male,"Other races, non-Hispanic",65-69 yr,300
Manhattan,Male,"Other races, non-Hispanic",70-74 yr,223
Manhattan,Male,"Other races, non-Hispanic",75-79 yr,140
Manhattan,Male,"Other races, non-Hispanic",80-84 yr,87
Manhattan,Male,"Other races, non-Hispanic",85+ yr,88
Manhattan,Female,"White, non-Hispanic",Less than 1,"3,822"
Manhattan,Female,"White, non-Hispanic",1-4 yr,"11,419"
Manhattan,Female,"White, non-Hispanic",5-9 yr,"10,050"
Manhattan,Female,"White, non-Hispanic",10-11 yr,"3,347"
Manhattan,Female,"White, non-Hispanic",12-14 yr,"4,632"
Manhattan,Female,"White, non-Hispanic",15-17 yr,"4,611"
Manhattan,Female,"White, non-Hispanic",18-19 yr,"7,851"
Manhattan,Female,"White, non-Hispanic",20-24 yr,"40,160"
Manhattan,Female,"White, non-Hispanic",25-29 yr,"58,021"
Manhattan,Female,"White, non-Hispanic",30-34 yr,"40,484"
Manhattan,Female,"White, non-Hispanic",35-39 yr,"29,480"
Manhattan,Female,"White, non-Hispanic",40-44 yr,"24,963"
Manhattan,Female,"White, non-Hispanic",45-49 yr,"22,220"
Manhattan,Female,"White, non-Hispanic",50-54 yr,"22,748"
Manhattan,Female,"White, non-Hispanic",55-59 yr,"24,086"
Manhattan,Female,"White, non-Hispanic",60-64 yr,"25,259"
Manhattan,Female,"White, non-Hispanic",65-69 yr,"19,658"
Manhattan,Female,"White, non-Hispanic",70-74 yr,"13,349"
Manhattan,Female,"White, non-Hispanic",75-79 yr,"10,313"
Manhattan,Female,"White, non-Hispanic",80-84 yr,"9,001"
Manhattan,Female,"White, non-Hispanic",85+ yr,"11,366"
Manhattan,Female,"Black, non-Hispanic",Less than 1,949
Manhattan,Female,"Black, non-Hispanic",1-4 yr,"3,880"
Manhattan,Female,"Black, non-Hispanic",5-9 yr,"4,845"
Manhattan,Female,"Black, non-Hispanic",10-11 yr,"2,076"
Manhattan,Female,"Black, non-Hispanic",12-14 yr,"3,276"
Manhattan,Female,"Black, non-Hispanic",15-17 yr,"3,870"
Manhattan,Female,"Black, non-Hispanic",18-19 yr,"3,207"
Manhattan,Female,"Black, non-Hispanic",20-24 yr,"8,536"
Manhattan,Female,"Black, non-Hispanic",25-29 yr,"8,445"
Manhattan,Female,"Black, non-Hispanic",30-34 yr,"7,450"
Manhattan,Female,"Black, non-Hispanic",35-39 yr,"7,107"
Manhattan,Female,"Black, non-Hispanic",40-44 yr,"7,841"
Manhattan,Female,"Black, non-Hispanic",45-49 yr,"8,432"
Manhattan,Female,"Black, non-Hispanic",50-54 yr,"7,945"
Manhattan,Female,"Black, non-Hispanic",55-59 yr,"7,112"
Manhattan,Female,"Black, non-Hispanic",60-64 yr,"6,395"
Manhattan,Female,"Black, non-Hispanic",65-69 yr,"5,483"
Manhattan,Female,"Black, non-Hispanic",70-74 yr,"4,467"
Manhattan,Female,"Black, non-Hispanic",75-79 yr,"3,366"
Manhattan,Female,"Black, non-Hispanic",80-84 yr,"2,865"
Manhattan,Female,"Black, non-Hispanic",85+ yr,"3,577"
Manhattan,Female,Hispanic,Less than 1,"2,550"
Manhattan,Female,Hispanic,1-4 yr,"9,322"
Manhattan,Female,Hispanic,5-9 yr,"11,268"
Manhattan,Female,Hispanic,10-11 yr,"4,614"
Manhattan,Female,Hispanic,12-14 yr,"7,279"
Manhattan,Female,Hispanic,15-17 yr,"8,512"
Manhattan,Female,Hispanic,18-19 yr,"6,994"
Manhattan,Female,Hispanic,20-24 yr,"18,244"
Manhattan,Female,Hispanic,25-29 yr,"17,204"
Manhattan,Female,Hispanic,30-34 yr,"15,899"
Manhattan,Female,Hispanic,35-39 yr,"14,048"
Manhattan,Female,Hispanic,40-44 yr,"14,056"
Manhattan,Female,Hispanic,45-49 yr,"13,989"
Manhattan,Female,Hispanic,50-54 yr,"14,129"
Manhattan,Female,Hispanic,55-59 yr,"12,873"
Manhattan,Female,Hispanic,60-64 yr,"11,310"
Manhattan,Female,Hispanic,65-69 yr,"8,748"
Manhattan,Female,Hispanic,70-74 yr,"7,687"
Manhattan,Female,Hispanic,75-79 yr,"5,874"
Manhattan,Female,Hispanic,80-84 yr,"4,588"
Manhattan,Female,Hispanic,85+ yr,"4,217"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",Less than 1,731
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",1-4 yr,"2,453"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",5-9 yr,"2,725"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",10-11 yr,"1,002"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",12-14 yr,"1,478"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",15-17 yr,"1,443"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",18-19 yr,"2,726"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",20-24 yr,"10,694"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",25-29 yr,"15,062"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",30-34 yr,"12,905"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",35-39 yr,"9,406"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",40-44 yr,"6,802"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",45-49 yr,"5,837"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",50-54 yr,"5,291"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",55-59 yr,"4,865"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",60-64 yr,"4,464"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",65-69 yr,"2,938"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",70-74 yr,"2,837"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",75-79 yr,"2,403"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",80-84 yr,"1,831"
Manhattan,Female,"Asian/Pacific Islander, non-Hispanic",85+ yr,"1,770"
Manhattan,Female,"Other races, non-Hispanic",Less than 1,633
Manhattan,Female,"Other races, non-Hispanic",1-4 yr,"1,755"
Manhattan,Female,"Other races, non-Hispanic",5-9 yr,"1,377"
Manhattan,Female,"Other races, non-Hispanic",10-11 yr,445
Manhattan,Female,"Other races, non-Hispanic",12-14 yr,606
Manhattan,Female,"Other races, non-Hispanic",15-17 yr,530
Manhattan,Female,"Other races, non-Hispanic",18-19 yr,801
Manhattan,Female,"Other races, non-Hispanic",20-24 yr,"2,186"
Manhattan,Female,"Other races, non-Hispanic",25-29 yr,"2,791"
Manhattan,Female,"Other races, non-Hispanic",30-34 yr,"2,101"
Manhattan,Female,"Other races, non-Hispanic",35-39 yr,"1,458"
Manhattan,Female,"Other races, non-Hispanic",40-44 yr,"1,148"
Manhattan,Female,"Other races, non-Hispanic",45-49 yr,976
Manhattan,Female,"Other races, non-Hispanic",50-54 yr,861
Manhattan,Female,"Other races, non-Hispanic",55-59 yr,732
Manhattan,Female,"Other races, non-Hispanic",60-64 yr,588
Manhattan,Female,"Other races, non-Hispanic",65-69 yr,452
Manhattan,Female,"Other races, non-Hispanic",70-74 yr,318
Manhattan,Female,"Other races, non-Hispanic",75-79 yr,245
Manhattan,Female,"Other races, non-Hispanic",80-84 yr,176
Manhattan,Female,"Other races, non-Hispanic",85+ yr,221
Queens,Male,"White, non-Hispanic",Less than 1,"3,099"
Queens,Male,"White, non-Hispanic",1-4 yr,"11,164"
Queens,Male,"White, non-Hispanic",5-9 yr,"12,347"
Queens,Male,"White, non-Hispanic",10-11 yr,"4,764"
Queens,Male,"White, non-Hispanic",12-14 yr,"7,084"
Queens,Male,"White, non-Hispanic",15-17 yr,"7,798"
Queens,Male,"White, non-Hispanic",18-19 yr,"5,532"
Queens,Male,"White, non-Hispanic",20-24 yr,"17,143"
Queens,Male,"White, non-Hispanic",25-29 yr,"24,127"
Queens,Male,"White, non-Hispanic",30-34 yr,"23,640"
Queens,Male,"White, non-Hispanic",35-39 yr,"20,617"
Queens,Male,"White, non-Hispanic",40-44 yr,"20,443"
Queens,Male,"White, non-Hispanic",45-49 yr,"21,279"
Queens,Male,"White, non-Hispanic",50-54 yr,"22,822"
Queens,Male,"White, non-Hispanic",55-59 yr,"22,012"
Queens,Male,"White, non-Hispanic",60-64 yr,"20,248"
Queens,Male,"White, non-Hispanic",65-69 yr,"14,606"
Queens,Male,"White, non-Hispanic",70-74 yr,"12,500"
Queens,Male,"White, non-Hispanic",75-79 yr,"10,573"
Queens,Male,"White, non-Hispanic",80-84 yr,"9,252"
Queens,Male,"White, non-Hispanic",85+ yr,"8,713"
Queens,Male,"Black, non-Hispanic",Less than 1,"2,237"
Queens,Male,"Black, non-Hispanic",1-4 yr,"9,116"
Queens,Male,"Black, non-Hispanic",5-9 yr,"11,874"
Queens,Male,"Black, non-Hispanic",10-11 yr,"5,118"
Queens,Male,"Black, non-Hispanic",12-14 yr,"8,091"
Queens,Male,"Black, non-Hispanic",15-17 yr,"9,335"
Queens,Male,"Black, non-Hispanic",18-19 yr,"6,315"
Queens,Male,"Black, non-Hispanic",20-24 yr,"14,320"
Queens,Male,"Black, non-Hispanic",25-29 yr,"12,548"
Queens,Male,"Black, non-Hispanic",30-34 yr,"11,345"
Queens,Male,"Black, non-Hispanic",35-39 yr,"11,061"
Queens,Male,"Black, non-Hispanic",40-44 yr,"12,282"
Queens,Male,"Black, non-Hispanic",45-49 yr,"13,717"
Queens,Male,"Black, non-Hispanic",50-54 yr,"13,148"
Queens,Male,"Black, non-Hispanic",55-59 yr,"10,496"
Queens,Male,"Black, non-Hispanic",60-64 yr,"8,600"
Queens,Male,"Black, non-Hispanic",65-69 yr,"6,241"
Queens,Male,"Black, non-Hispanic",70-74 yr,"4,623"
Queens,Male,"Black, non-Hispanic",75-79 yr,"3,032"
Queens,Male,"Black, non-Hispanic",80-84 yr,"2,062"
Queens,Male,"Black, non-Hispanic",85+ yr,"1,647"
Queens,Male,Hispanic,Less than 1,"4,830"
Queens,Male,Hispanic,1-4 yr,"18,975"
Queens,Male,Hispanic,5-9 yr,"21,244"
Queens,Male,Hispanic,10-11 yr,"8,083"
Queens,Male,Hispanic,12-14 yr,"12,316"
Queens,Male,Hispanic,15-17 yr,"13,443"
Queens,Male,Hispanic,18-19 yr,"10,126"
Queens,Male,Hispanic,20-24 yr,"28,544"
Queens,Male,Hispanic,25-29 yr,"30,913"
Queens,Male,Hispanic,30-34 yr,"29,668"
Queens,Male,Hispanic,35-39 yr,"27,047"
Queens,Male,Hispanic,40-44 yr,"24,202"
Queens,Male,Hispanic,45-49 yr,"21,176"
Queens,Male,Hispanic,50-54 yr,"17,225"
Queens,Male,Hispanic,55-59 yr,"13,218"
Queens,Male,Hispanic,60-64 yr,"10,053"
Queens,Male,Hispanic,65-69 yr,"6,862"
Queens,Male,Hispanic,70-74 yr,"4,707"
Queens,Male,Hispanic,75-79 yr,"3,012"
Queens,Male,Hispanic,80-84 yr,"1,896"
Queens,Male,Hispanic,85+ yr,"1,214"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",Less than 1,"2,976"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",1-4 yr,"11,626"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",5-9 yr,"14,399"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",10-11 yr,"5,349"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",12-14 yr,"8,594"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",15-17 yr,"9,334"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",18-19 yr,"6,173"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",20-24 yr,"18,323"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",25-29 yr,"20,879"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",30-34 yr,"20,450"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",35-39 yr,"20,255"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",40-44 yr,"19,701"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",45-49 yr,"20,237"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",50-54 yr,"19,867"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",55-59 yr,"16,166"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",60-64 yr,"12,576"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",65-69 yr,"8,008"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",70-74 yr,"5,988"
Queens,Male,"Asian/Pacific Islander, non-Hispanic",75-79 yr,"3,791"
